Level,MonsterAtk,MonsterHP,RewardGold
861,52.05,18330.58,131091172.72
862,52.10,18370.17,131919652.60
863,52.15,18436.43,133178861.07
864,52.22,18475.64,134047343.18
865,52.27,18542.28,135293033.54
866,52.34,18574.85,136100430.78
867,52.41,18639.41,137337725.90
868,52.46,18679.06,138164229.28
869,52.53,18737.06,139413319.82
870,52.58,18776.92,140287381.67
871,52.65,18844.64,141661873.40
872,52.73,18890.86,142550032.71
873,52.78,18921.58,143407903.95
874,52.84,18983.65,144704400.57
875,52.89,19052.12,146049126.04
876,52.97,19085.59,146920713.14
877,53.04,19151.93,148256375.92
878,53.08,19192.67,149185879.94
879,53.16,19252.26,150572251.42
880,53.21,19295.09,151463257.55
881,53.28,19336.77,152420488.75
882,53.36,19410.29,153883072.55
883,53.41,19441.86,154809146.43
884,53.47,19505.63,156208717.37
885,53.53,19553.48,157148787.06
886,53.60,19611.00,158609162.09
887,53.67,19652.08,159555699.57
888,53.72,19720.39,161006227.58
889,53.79,19755.03,161967075.16
890,53.84,19823.70,163439525.10
891,53.91,19865.87,164423110.05
892,53.99,19927.55,165951079.79
893,54.04,19969.94,166991522.03
894,54.11,20041.97,168627652.55
895,54.17,20091.13,169642459.84
896,54.21,20127.32,170706050.79
897,54.31,20192.44,172240727.16
898,54.33,20232.77,173285936.95
899,54.44,20298.22,174843812.40
900,54.44,20342.32,175904818.51
901,54.56,20414.76,177530615.34
902,54.58,20455.53,178652588.95
903,54.68,20519.04,180267713.80
904,54.73,20572.98,181443276.03
905,54.79,20613.13,182580842.01
906,54.85,20680.75,184277555.73
907,54.91,20731.48,185386538.91
908,54.96,20775.58,186502201.79
909,55.04,20840.09,188235350.61
910,55.09,20884.42,189415505.69
911,55.19,20949.26,191175727.60
912,55.21,21004.32,192374317.59
913,55.30,21055.85,193580422.22
914,55.34,21114.36,195330509.60
915,55.41,21159.27,196506015.65
916,55.46,21235.59,198332129.05
917,55.54,21273.58,199525705.19
918,55.62,21346.83,201329535.33
919,55.67,21392.24,202541143.73
920,55.75,21429.82,203749862.01
921,55.79,21504.31,205602161.13
922,55.87,21550.05,206839482.35
923,55.95,21616.96,208761623.76
924,56.00,21662.95,210070469.79
925,56.04,21719.89,211440381.82
926,56.13,21794.41,213405272.32
927,56.17,21833.67,214743238.75
928,56.23,21887.23,216035564.55
929,56.30,21948.05,217988660.38
930,56.36,22001.89,219300524.00
931,56.42,22066.89,221283137.09
932,56.52,22117.15,222670487.65
933,56.57,22164.20,224066536.31
934,56.64,22236.91,226092237.12
935,56.67,22291.45,227509738.68
936,56.74,22338.87,228993368.55
937,56.80,22419.44,231121384.11
938,56.88,22459.55,232512288.20
939,56.96,22506.59,233899859.95
940,57.00,22584.83,236085268.00
941,57.09,22628.18,237494165.32
942,57.14,22705.36,239689196.88
943,57.22,22754.40,241204006.36
944,57.24,22802.80,242716252.25
945,57.32,22855.76,244250184.15
946,57.39,22930.74,246458357.68
947,57.45,22975.50,247941552.96
948,57.47,23035.89,249496040.38
949,57.58,23107.41,251751639.72
950,57.63,23156.57,253266690.16
951,57.71,23228.46,255556378.51
952,57.76,23277.87,257094326.01
953,57.82,23327.39,258641528.94
954,57.92,23399.06,260966763.45
955,57.98,23449.60,262616040.88
956,58.03,23499.48,264262531.06
957,58.11,23584.23,266851692.39
958,58.17,23642.08,268457615.49
959,58.21,23684.68,270140738.28
960,58.32,23761.30,272569349.38
961,58.34,23808.75,274223384.15
962,58.40,23867.16,275873670.36
963,58.47,23937.67,278367739.87
964,58.57,23992.19,280112986.46
965,58.59,24055.25,281869175.00
966,58.67,24097.51,283551304.44
967,58.72,24181.27,286200623.27
968,58.80,24232.71,288066986.43
969,58.86,24292.15,289800583.94
970,58.94,24364.41,292508309.51
971,59.02,24414.65,294239209.67
972,59.04,24463.41,296024743.83
973,59.16,24546.54,298760741.11
974,59.17,24603.06,300633843.08
975,59.27,24651.88,302533811.52
976,59.29,24716.68,304430569.04
977,59.40,24793.42,307259615.97
978,59.42,24846.16,309108715.42
979,59.50,24899.02,310968942.81
980,59.57,24960.09,312840365.12
981,59.65,25034.34,315763360.81
982,59.73,25085.96,317631871.32
983,59.78,25173.16,320519476.89
984,59.86,25218.20,322448384.74
985,59.87,25272.16,324388880.60
986,59.99,25358.86,327321557.78
987,60.01,25407.03,329258471.87
988,60.10,25466.87,331438756.13
989,60.13,25529.34,333516735.28
990,60.22,25583.65,335691654.89
991,60.27,25675.91,338811208.39
992,60.36,25722.69,340867239.62
993,60.44,25775.73,342884300.81
994,60.49,25865.33,346001477.35
995,60.58,25911.60,348083737.59
996,60.59,25967.05,350178507.13
997,60.69,26026.19,352373976.50
998,60.73,26111.57,355648568.48
999,60.82,26167.11,357788863.21
1000,60.85,26231.30,360032046.25
1001,60.93,26287.10,362379876.73
1002,60.99,26381.90,365747441.57
1003,61.08,26429.96,367966931.78
1004,61.16,26484.47,370144353.76
1005,61.21,26576.53,373602741.67
1006,61.31,26627.54,375832308.58
1007,61.32,26688.85,378188616.30
1008,61.42,26741.81,380578721.24
1009,61.44,26812.10,382964786.94
1010,61.53,26877.87,385365812.25
1011,61.58,26952.56,389044232.29
1012,61.67,27018.68,391581256.20
1013,61.74,27084.95,394036303.08
1014,61.79,27141.69,396486921.67
1015,61.91,27226.84,400091409.54
1016,61.93,27284.76,402499174.07
1017,62.02,27342.80,405022671.62
1018,62.04,27412.00,407602759.36
1019,62.13,27459.26,410117229.67
1020,62.18,27552.92,413907730.11
1021,62.27,27616.91,416419449.71
1022,62.33,27670.82,418925476.97
1023,64.46,29480.14,464182849.98
1024,64.50,29553.19,468613599.79
1025,64.52,29601.99,472968385.42
1026,64.56,29668.32,477437622.44
1027,64.60,29726.98,481994907.67
1028,64.65,29805.11,486474029.44
1029,64.74,29872.05,489368294.69
1030,64.80,29976.24,493702701.78
1031,64.89,30028.54,496639973.83
1032,65.01,30118.21,501414707.30
1033,65.04,30200.05,504374933.00
1034,65.13,30247.38,507491002.98
1035,65.18,30354.67,512032486.66
1036,65.27,30420.14,515394959.17
1037,65.30,30486.66,518478970.69
1038,65.42,30575.89,523154458.36
1039,65.48,30648.18,526428434.84
1040,65.55,30721.54,529680738.81
1041,65.63,30820.50,534554408.07
1042,65.70,30883.39,537710282.20
1043,65.79,30946.35,541007703.30
1044,65.85,31060.71,546246263.54
1045,65.90,31124.02,549733446.35
1046,65.97,31199.45,553016630.07
1047,66.09,31287.07,558041603.45
1048,66.16,31361.97,561348894.34
1049,66.24,31450.97,566616958.79
1050,66.29,31530.85,569949168.57
1051,66.36,31586.79,573509467.92
1052,66.41,31667.94,577052654.37
1053,66.50,31765.33,582170346.78
1054,66.56,31833.84,585773688.42
1055,66.64,31914.76,589674037.95
1056,66.72,32016.61,595221447.96
1057,66.83,32087.64,598749089.02
1058,66.88,32147.35,602407133.22
1059,66.96,32252.80,607853268.27
1060,67.00,32331.92,611664248.10
1061,67.09,32397.83,615261375.85
1062,67.15,32455.31,619104726.79
1063,67.25,32574.28,624758618.58
1064,67.30,32638.76,628454164.50
1065,67.39,32757.43,634402440.82
1066,67.49,32812.65,638437921.64
1067,67.51,32896.95,642542856.81
1068,67.63,32969.93,646350953.06
1069,67.67,33071.24,652231440.40
1070,67.76,33139.63,656178934.50
1071,67.83,33204.32,660292895.57
1072,67.93,33327.02,666353230.58
1073,67.95,33411.66,670439533.71
1074,68.05,33469.95,674428297.19
1075,68.17,33569.90,680571929.70
1076,68.20,33658.14,684838824.42
1077,68.30,33714.87,689195134.81
1078,68.32,33801.49,693626421.31
1079,68.45,33906.44,699897235.44
1080,68.48,33980.58,704085268.52
1081,68.57,34050.85,708346597.04
1082,68.61,34134.38,712787627.04
1083,68.74,34243.39,719329771.95
1084,68.80,34313.19,723740945.12
1085,68.86,34390.25,728046824.04
1086,68.99,34492.95,734678888.79
1087,69.01,34583.61,739285010.98
1088,69.11,34641.90,743987657.59
1089,69.14,34730.91,748771241.08
1090,69.27,34838.74,755540598.67
1091,69.29,34914.91,760061589.55
1092,69.39,34987.12,764661703.03
1093,69.46,35055.41,769455804.63
1094,69.56,35184.96,776518064.39
1095,69.58,35274.31,781279935.50
1096,69.68,35335.85,785928141.22
1097,69.81,35441.38,793087469.65
1098,69.84,35534.53,798059788.64
1099,69.94,35594.43,803136305.96
1100,69.96,35685.87,808300194.81
1101,70.09,35796.67,815607731.15
1102,70.12,35874.94,820488150.71
1103,70.22,35949.13,825453983.28
1104,70.26,36037.32,830629226.47
1105,70.39,36152.41,838252951.35
1106,70.45,36226.10,843393401.64
1107,70.52,36307.46,848411149.89
1108,70.65,36415.88,856139660.61
1109,70.67,36511.60,861507289.86
1110,70.77,36573.14,866987401.42
1111,70.80,36667.10,872561830.75
1112,70.92,36748.44,877733158.08
1113,70.96,36861.37,885718755.84
1114,71.06,36937.60,891079382.98
1115,71.13,37009.70,896666069.33
1116,71.23,37146.46,904895897.04
1117,71.26,37241.90,910486418.59
1118,71.36,37305.78,915861694.61
1119,71.42,37379.61,921279161.22
1120,71.48,37460.23,926981415.86
1121,71.62,37578.76,935914798.83
1122,71.64,37675.31,941461559.01
1123,71.76,37752.19,947256494.64
1124,71.82,37829.15,953303687.61
1125,71.90,37953.24,961922145.69
1126,71.95,38047.47,967996994.71
1127,72.04,38125.02,973689658.65
1128,72.11,38191.54,979727474.20
1129,72.21,38331.54,988674705.38
1130,72.27,38407.41,994522872.45
1131,72.33,38490.25,1000678468.83
1132,72.41,38588.09,1007341444.43
1133,72.51,38648.56,1013311523.49
1134,72.61,38790.24,1022565460.77
1135,72.67,38869.31,1029093418.83
1136,72.75,38962.35,1035192446.70
1137,72.84,39074.09,1044954876.03
1138,72.90,39173.32,1051100119.22
1139,72.97,39241.66,1057617954.33
1140,73.03,39342.48,1064152000.97
1141,73.11,39422.77,1070434485.43
1142,73.21,39503.13,1076998751.32
1143,73.28,39649.11,1087427295.68
1144,73.34,39731.11,1093872009.10
1145,73.40,39813.28,1100354933.47
1146,73.50,39899.15,1107580867.99
1147,73.53,39986.39,1114208391.40
1148,73.67,40103.43,1124255988.09
1149,73.74,40199.42,1131343170.99
1150,73.82,40295.65,1138332676.34
1151,73.88,40378.99,1145365389.59
1152,73.98,40506.75,1155536371.63
1153,74.08,40589.32,1162622511.04
1154,74.11,40696.01,1169911656.59
1155,74.22,40764.60,1177353551.13
1156,74.24,40869.33,1184331213.85
1157,74.38,40996.22,1195635972.97
1158,74.41,41085.86,1202790399.01
1159,74.51,41170.83,1210070035.81
1160,74.59,41252.41,1217712018.90
1161,74.65,41357.17,1224873224.30
1162,74.72,41510.01,1236424446.80
1163,74.83,41581.20,1243723976.53
1164,74.89,41663.50,1251080800.33
1165,74.96,41753.36,1258824361.24
1166,75.04,41859.49,1267206190.44
1167,75.13,41993.08,1278488139.44
1168,75.25,42078.78,1286357559.48
1169,75.31,42164.56,1294569540.54
1170,75.39,42265.49,1302241939.92
1171,75.44,42340.38,1310183132.65
1172,75.55,42494.34,1322253328.51
1173,75.62,42568.48,1330452575.20
1174,75.68,42677.85,1338672215.52
1175,75.76,42764.94,1346575397.94
1176,75.86,42852.11,1354833053.20
1177,75.89,42964.75,1363327276.58
1178,76.04,43079.15,1376121680.86
1179,76.08,43202.59,1384906730.20
1180,76.17,43281.70,1393304465.02
1181,76.20,43376.34,1401641696.39
1182,76.30,43466.04,1410124839.00
1183,76.39,43553.46,1419094747.35
1184,76.49,43711.82,1431989344.04
1185,76.52,43825.42,1440901798.39
1186,76.63,43900.59,1449408500.46
1187,76.69,43986.18,1458097923.98
1188,76.80,44146.12,1471714781.21
1189,76.91,44220.52,1481076467.74
1190,76.93,44334.14,1490599277.51
1191,77.06,44432.49,1499433467.26
1192,77.12,44515.17,1508594222.57
1193,77.20,44621.73,1517535061.21
1194,77.26,44773.39,1531915888.06
1195,77.36,44864.66,1540924859.92
1196,77.43,44941.61,1550409619.18
1197,77.50,45058.40,1560059097.64
1198,77.59,45150.36,1569269282.53
1199,77.69,45241.05,1578820799.19
1200,77.72,45359.97,1588719329.87
1201,77.87,45480.74,1603628968.77
1202,77.91,45611.07,1613866406.20
1203,78.00,45694.59,1623652496.36
1204,78.03,45794.50,1633368080.33
1205,78.14,45889.21,1643253698.31
1206,78.22,45981.50,1653706556.57
1207,78.33,46150.05,1668808812.31
1208,78.36,46268.62,1679118857.87
1209,78.47,46347.98,1689031930.28
1210,78.53,46439.71,1699022799.91
1211,78.60,46538.50,1709461209.61
1212,78.68,46643.01,1720061568.59
1213,78.78,46805.70,1735296407.33
1214,78.89,46881.82,1745739483.68
1215,78.97,46996.82,1756245406.83
1216,78.99,47087.06,1766694145.59
1217,79.15,47243.02,1783679273.86
1218,79.21,47351.81,1794862179.50
1219,79.29,47438.63,1805786951.10
1220,79.35,47559.10,1816860635.02
1221,79.43,47649.11,1827628393.36
1222,79.55,47763.17,1838919624.85
1223,79.57,47853.47,1849776141.55
1224,79.74,48013.39,1866244716.46
1225,79.74,48108.31,1877945272.09
1226,79.87,48209.34,1889203995.09
1227,79.89,48324.63,1900357259.71
1228,80.01,48446.03,1912445509.51
1229,80.10,48542.03,1924523180.79
1230,80.16,48653.80,1936589117.45
1231,80.28,48820.73,1954097087.19
1232,80.32,48892.79,1965856913.91
1233,80.41,49015.62,1977620174.82
1234,80.48,49116.99,1990086765.96
1235,80.55,49221.47,2002063179.86
1236,80.69,49333.58,2014615259.13
1237,80.79,49493.95,2033244503.09
1238,80.85,49597.77,2045387684.44
1239,80.89,49706.21,2058398470.16
1240,81.00,49811.95,2070785986.37
1241,81.03,49923.82,2083626918.18
1242,81.15,50038.89,2096737980.77
1243,81.24,50163.11,2109452085.75
1244,81.34,50301.02,2128426117.36
1245,81.45,50406.54,2141137753.51
1246,81.48,50516.75,2154757608.92
1247,81.59,50624.21,2167725017.89
1248,81.63,50757.27,2181861123.08
1249,81.75,50854.85,2194891894.58
1250,81.82,50961.52,2208000485.44
1251,81.85,51072.95,2222045657.13
1252,82.02,51248.17,2242694935.13
1253,82.08,51366.18,2256755672.51
1254,82.16,51457.32,2270285452.84
1255,82.22,51583.43,2283896086.66
1256,82.31,51684.11,2297640655.66
1257,82.42,51789.47,2311152804.25
1258,82.48,51965.50,2331887997.38
1259,82.61,52065.39,2346401304.30
1260,82.62,52180.65,2361380677.38
1261,82.76,52293.32,2375456550.11
1262,82.78,52413.73,2390050814.94
1263,82.90,52540.75,2404926078.41
1264,83.00,52657.30,2420994094.73
1265,83.06,52778.55,2436172691.53
1266,83.14,52872.20,2450778119.03
1267,83.21,53003.34,2465582871.99
1268,83.33,53172.62,2487590639.06
1269,83.40,53281.01,2502219752.11
1270,83.47,53394.35,2517907599.02
1271,83.60,53496.99,2532945347.40
1272,83.61,53615.42,2549115613.45
1273,83.75,53731.19,2564310548.90
1274,83.81,53901.07,2587669899.26
1275,83.90,53985.42,2596122969.24
1276,84.00,54105.18,2613468428.06
1277,84.10,54281.06,2637635296.01
1278,84.19,54415.82,2653629269.68
1279,84.23,54496.14,2669598906.30
1280,84.32,54634.67,2685359543.53
1281,84.39,54746.03,2701151703.11
1282,84.47,54862.49,2717407331.45
1283,84.60,54967.96,2734320050.52
1284,84.67,55159.68,2759918076.97
1285,84.78,55267.22,2776464175.24
1286,84.81,55383.15,2793395324.12
1287,84.94,55520.65,2812090730.14
1288,84.98,55645.33,2829528488.33
1289,85.10,55773.59,2847333079.35
1290,85.19,55912.05,2864598608.96
1291,85.24,55994.58,2881837866.67
1292,85.33,56136.91,2898851509.08
1293,85.43,56287.92,2924660012.16
1294,85.52,56425.99,2942996378.69
1295,85.60,56546.03,2961447706.39
1296,85.68,56676.36,2979337609.24
1297,85.79,56786.86,2997199158.57
1298,85.82,56905.98,3015476370.87
1299,85.95,57047.25,3035658102.61
1300,85.99,57175.37,3054482200.77
1301,86.12,57307.15,3073702295.78
1302,86.21,57449.42,3092340472.81
1303,86.26,57534.22,3110950289.27
1304,86.43,57724.79,3138504615.90
1305,86.45,57835.63,3157176889.11
1306,86.54,57977.50,3176971036.95
1307,86.62,58100.83,3196889285.62
1308,86.70,58234.75,3216201474.93
1309,86.81,58348.28,3235483056.55
1310,86.85,58472.41,3255361281.24
1311,86.98,58615.84,3276999570.88
1312,87.02,58747.47,3297320226.08
1313,87.15,58882.88,3318068360.74
1314,87.24,59029.06,3338188313.67
1315,87.35,59191.35,3368214542.27
1316,87.46,59312.01,3388022607.25
1317,87.48,59425.89,3408179367.08
1318,87.58,59571.66,3429547193.02
1319,87.65,59698.38,3451048986.09
1320,87.74,59835.99,3471896536.75
1321,87.85,59952.64,3492711046.34
1322,87.98,60174.19,3525649332.84
1323,88.02,60227.55,3537528214.50
1324,88.06,60362.81,3559464406.30
1325,88.19,60501.94,3581862063.10
1326,88.28,60652.14,3603581596.36
1327,88.39,60818.89,3635994975.91
1328,88.51,60942.86,3657377825.44
1329,88.53,61059.88,3679137091.82
1330,88.62,61209.66,3702203706.73
1331,88.70,61339.86,3725414939.44
1332,88.79,61481.25,3747919916.05
1333,88.90,61601.11,3770389224.74
1334,89.03,61828.76,3805946177.16
1335,89.07,61883.58,3818769455.93
1336,89.11,62022.56,3842449623.02
1337,89.28,62218.80,3878025066.12
1338,89.35,62371.28,3901761971.86
1339,89.44,62491.18,3925064540.55
1340,89.56,62618.56,3948147373.45
1341,89.59,62738.79,3971636549.17
1342,89.68,62892.69,3996537010.49
1343,89.76,63026.48,4021593587.04
1344,89.85,63171.75,4045887758.58
1345,89.96,63294.91,4070143426.53
1346,90.09,63528.82,4108527234.55
1347,90.14,63585.15,4122369992.07
1348,90.17,63727.94,4147932784.31
1349,90.35,63929.58,4186336553.05
1350,90.40,64033.41,4199343647.90
1351,90.51,64209.45,4237115768.74
1352,90.63,64340.34,4262033737.41
1353,90.66,64463.87,4287390354.06
1354,90.75,64622.00,4314270456.59
1355,90.83,64759.47,4341319085.86
1356,90.92,64908.74,4367544697.24
1357,91.04,65035.28,4393728743.92
1358,91.17,65275.62,4435164148.76
1359,91.21,65333.50,4450107435.82
1360,91.25,65480.22,4477702526.04
1361,91.39,65631.15,4505878125.80
1362,91.48,65794.09,4533200665.88
1363,91.59,65974.97,4573975753.06
1364,91.72,66109.46,4600874754.83
1365,91.74,66236.39,4628247278.03
1366,91.84,66398.86,4657264407.59
1367,91.92,66540.11,4686463462.14
1368,92.01,66695.45,4714988370.11
1369,92.12,66823.51,4743039802.81
1370,92.16,66965.66,4772776632.37
1371,92.30,67129.93,4803900724.20
1372,92.34,67280.68,4833689684.53
1373,92.48,67435.76,4864105306.19
1374,92.58,67603.17,4893600048.06
1375,92.69,67789.03,4937616843.98
1376,92.81,67927.22,4966654375.30
1377,92.84,68057.64,4996203074.06
1378,92.93,68224.58,5027527128.98
1379,93.02,68369.71,5059047572.31
1380,93.11,68529.33,5089840272.94
1381,96.09,72632.49,5582223265.97
1382,96.14,72776.08,5634098383.72
1383,96.19,72919.96,5685034136.24
1384,96.24,73064.11,5737864845.82
1385,96.26,73160.99,5775282262.29
1386,96.31,73342.29,5828951460.58
1387,96.44,73461.56,5864030300.63
1388,96.52,73712.53,5918277806.54
1389,96.66,73883.34,5955630840.56
1390,96.71,74064.57,5992970284.23
1391,96.85,74222.13,6030543454.49
1392,96.95,74404.20,6068352380.89
1393,97.04,74572.57,6104617765.42
1394,97.12,74721.09,6141611283.78
1395,97.26,75000.72,6196877248.16
1396,97.39,75112.53,6234429851.95
1397,97.43,75309.96,6271948875.58
1398,97.59,75481.48,6311271507.89
1399,97.68,75642.05,6350840280.58
1400,97.78,75825.55,6390391120.17
1401,97.85,76076.34,6448432846.82
1402,97.99,76238.18,6487239748.18
1403,98.09,76425.19,6526280190.88
1404,98.16,76562.88,6565555580.36
1405,98.27,76761.08,6604792325.83
1406,98.41,77005.67,6665336852.81
1407,98.50,77173.66,6707684542.69
1408,98.59,77380.70,6748614084.91
1409,98.74,77521.24,6789510372.27
1410,98.83,77696.67,6833500986.60
1411,98.93,77887.26,6876344113.07
1412,99.01,78038.15,6917438177.45
1413,99.11,78218.98,6961097382.38
1414,99.26,78485.21,7023737436.18
1415,99.33,78668.07,7066300896.92
1416,99.44,78861.04,7110603579.19
1417,99.52,79028.80,7153395447.89
1418,99.62,79211.93,7198544327.52
1419,99.78,79377.29,7246996678.50
1420,99.82,79583.78,7290305666.34
1421,99.96,79715.36,7334484515.82
1422,100.11,80026.69,7400484526.94
1423,100.18,80173.04,7447192619.68
1424,100.29,80369.71,7492010093.36
1425,100.40,80566.86,7538982025.69
1426,100.48,80738.24,7584351654.32
1427,100.57,80909.99,7629994556.02
1428,100.76,81161.20,7698974450.94
1429,100.80,81374.53,7745307156.77
1430,100.95,81528.95,7793217591.11
1431,100.98,81721.11,7842731127.50
1432,101.15,81902.80,7891244200.93
1433,101.19,82120.30,7941049732.79
1434,101.33,82297.22,7989172055.35
1435,101.43,82457.86,8039260744.80
1436,101.58,82753.00,8111602747.50
1437,101.67,82942.51,8160418835.31
1438,101.77,83132.46,8209528359.03
1439,101.84,83284.49,8261342724.77
1440,101.95,83484.27,8310367367.94
1441,102.06,83693.59,8363166832.23
1442,102.15,83871.62,8415600045.87
1443,102.35,84138.87,8490621107.95
1444,102.38,84353.17,8547058013.95
1445,102.54,84560.08,8600644409.59
1446,102.65,84725.14,8656730681.16
1447,102.74,84947.83,8708827198.51
1448,102.83,85085.99,8761237234.58
1449,102.92,85309.63,8813962676.14
1450,103.04,85503.93,8869222726.94
1451,103.17,85779.77,8948660137.97
1452,103.28,85994.84,9005514960.44
1453,103.37,86177.78,9061975401.73
1454,103.46,86370.46,9115751272.08
1455,103.61,86561.22,9174049839.47
1456,103.67,86775.91,9231951838.11
1457,103.82,86965.21,9292929254.99
1458,103.86,87166.73,9349244103.77
1459,104.02,87366.36,9405507995.89
1460,104.15,87655.32,9490934993.05
1461,104.27,87854.97,9550439391.83
1462,104.42,88039.47,9607513750.49
1463,104.46,88273.27,9668151488.68
1464,104.61,88428.81,9725929812.91
1465,104.64,88646.83,9786907026.26
1466,104.81,88829.48,9844984672.80
1467,104.84,89055.73,9910423993.14
1468,105.00,89274.18,9972558109.95
1469,105.11,89448.44,10035081781.08
1470,105.26,89768.60,10127915019.13
1471,105.36,89974.18,10188865389.16
1472,105.46,90180.23,10250182134.85
1473,105.54,90345.15,10314876068.87
1474,105.65,90561.86,10376086835.15
1475,105.76,90788.93,10442010735.02
1476,105.85,90982.06,10507477344.83
1477,106.06,91271.96,10601146495.68
1478,106.15,91458.68,10666277528.89
1479,106.26,91728.89,10733150523.87
1480,106.37,91907.93,10800442783.91
1481,106.46,92139.53,10866346030.89
1482,106.55,92296.87,10933106446.70
1483,106.65,92539.47,10998902275.48
1484,106.76,92715.08,11064172166.83
1485,106.91,92919.85,11134931309.40
1486,107.00,93249.92,11234661946.05
1487,107.17,93434.46,11302743396.23
1488,107.21,93682.59,11371237396.63
1489,107.36,93881.87,11445391178.42
1490,107.40,94081.59,11517148882.52
1491,107.56,94312.37,11586459861.81
1492,107.60,94513.00,11656187230.74
1493,107.81,94809.01,11762056598.63
1494,107.96,95008.12,11832347941.53
1495,108.02,95241.17,11903555438.05
1496,108.16,95438.61,11974193780.67
1497,108.22,95670.13,12048764881.65
1498,108.32,95878.84,12125315713.12
1499,108.42,96133.45,12201844536.16
1500,108.58,96315.88,12274252992.56
1501,108.66,96637.06,12389348751.12
1502,108.83,96874.11,12467024665.19
1503,108.94,97063.20,12545187574.00
1504,109.04,97318.33,12620684965.13
1505,109.15,97505.64,12696107807.98
1506,109.23,97732.81,12773045519.72
1507,109.35,97972.55,12853127048.31
1508,109.44,98180.96,12930477630.29
1509,109.55,98411.14,13012630892.98
1510,109.73,98613.91,13096396706.51
1511,109.87,98958.84,13215897921.73
1512,109.98,99180.10,13300972219.94
1513,110.09,99423.38,13384363622.99
1514,110.18,99616.00,13464350588.64
1515,110.28,99846.83,13549330436.16
1516,110.40,100091.76,13630870795.23
1517,110.55,100304.68,13712901867.13
1518,110.60,100531.67,13794852226.63
1519,110.75,100745.52,13881340045.95
1520,110.82,101003.59,13970698265.52
1521,110.92,101223.94,14059459941.83
1522,111.08,101589.00,14190113286.43
1523,111.23,101756.97,14276104588.81
1524,111.27,102024.43,14362018700.93
1525,111.44,102269.16,14447246110.76
1526,111.56,102471.56,14538429802.22
1527,111.66,102740.90,14625922596.94
1528,111.77,102924.71,14717621178.44
1529,111.85,103178.48,14806192044.82
1530,111.97,103382.67,14895916750.43
1531,112.11,103721.80,15030585099.75
1532,112.23,103976.23,15121039702.79
1533,112.33,104197.42,15212038664.90
1534,112.43,104430.39,15302310441.49
1535,112.59,104663.87,15393117484.15
1536,112.63,104878.00,15487689700.74
1537,112.88,105257.77,15636174871.95
1538,112.97,105525.87,15732240711.91
1539,113.07,105706.07,15828896021.15
1540,113.17,105981.05,15923491547.50
1541,113.29,106182.16,16017985028.52
1542,113.46,106445.51,16127144011.96
1543,113.52,106745.53,16224873979.70
1544,113.71,106974.16,16327276788.35
1545,113.75,107249.53,16428273031.20
1546,113.93,107518.44,16536782327.07
1547,113.98,107761.75,16635608619.99
1548,114.16,108043.64,16739906417.27
1549,114.21,108285.21,16839244682.73
1550,114.40,108577.30,16946937906.95
1551,114.50,108808.27,17048924657.50
1552,114.62,109072.22,17150811232.50
1553,114.80,109342.74,17259058426.13
1554,114.91,109737.08,17415091589.75
1555,115.09,109963.19,17518436247.50
1556,115.14,110270.14,17623862644.81
1557,115.31,110510.70,17735834337.40
1558,115.38,110793.79,17841082904.69
1559,115.53,111017.44,17954434500.40
1560,115.65,111289.77,18062484934.55
1561,115.78,111574.85,18169671922.48
1562,115.88,111877.21,18285873627.80
1563,116.04,112147.21,18404352085.80
1564,116.19,112382.73,18514338291.54
1565,116.25,112696.43,18625758634.97
1566,116.44,112937.81,18743314555.58
1567,116.48,113228.53,18859255773.05
1568,116.66,113512.43,18983821791.68
1569,116.72,113769.31,19097271959.68
1570,116.91,114066.92,19217003280.91
1571,117.07,114481.40,19391544718.27
1572,117.20,114720.39,19512308967.19
1573,117.30,115006.35,19630552072.28
1574,117.44,115319.69,19747044129.65
1575,117.54,115571.26,19872505272.85
1576,117.67,115854.76,19992099350.82
1577,117.86,116093.48,20110736491.17
1578,117.91,116417.54,20231763417.63
1579,118.08,116671.51,20360304183.05
1580,118.15,116970.37,20481126965.00
1581,118.31,117206.50,20611251825.46
1582,118.43,117494.01,20735291082.06
1583,118.56,117794.98,20858339123.51
1584,118.74,118239.02,21057437345.98
1585,118.82,118399.24,21127746213.13
1586,118.97,118787.64,21318753509.37
1587,119.10,119091.93,21445263952.61
1588,119.22,119430.83,21581515038.65
1589,119.43,119702.84,21722251785.31
1590,119.53,119957.48,21858440323.89
1591,119.66,120311.88,21995483389.39
1592,119.79,120559.78,22126009705.18
1593,119.89,120863.56,22261019218.61
1594,120.02,121115.88,22399653623.73
1595,120.12,121417.78,22535393817.36
1596,120.26,121748.59,22669123851.02
1597,120.37,122014.19,22813150175.92
1598,120.50,122313.49,22950441253.39
1599,120.69,122565.51,23086633789.86
1600,120.75,122907.64,23231376860.66
1601,120.94,123215.81,23384820886.11
1602,121.06,123518.05,23525551581.32
1603,121.16,123767.40,23669102199.31
1604,121.28,124106.16,23815511969.56
1605,121.42,124388.82,23970816991.88
1606,121.53,124715.77,24121103755.00
1607,121.68,124999.83,24266265427.07
1608,121.87,125484.62,24495852458.82
1609,122.04,125758.37,24645322645.62
1610,122.10,126116.24,24808106950.25
1611,122.31,126406.90,24958442837.44
1612,122.36,126562.64,25042819301.30
1613,122.55,127060.37,25269221958.75
1614,122.68,127304.93,25426589944.75
1615,122.80,127660.29,25579608612.73
1616,122.92,127956.11,25734619091.21
1617,123.04,128263.04,25900280941.91
